CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
15910140,NORTH EAST ISD,CANYON RIDGE EL,3,17.0,8.0,9.0,8.0,,0.0,3.0,,6.0,5.0,12.0,4.0,1.0,,,,17.0,10.0,7.0,0.0,17.0,3.0,14.0,85.0,48.0,37.0,33.0,,14.0,4.0,,28.0,14.0,68.0,10.0,4.0,,,,85.0,6.0,79.0,9.0,73.0,10.0,75.0,61.0,32.0,29.0,19.0,,12.0,2.0,,23.0,7.0,53.0,7.0,0.0,,,,61.0,4.0,57.0,9.0,51.0,5.0,56.0,36.0,18.0,18.0,11.0,,7.0,0.0,,15.0,3.0,33.0,3.0,0.0,,,,36.0,2.0,34.0,8.0,28.0,3.0,33.0,'015910140,20522 STONE OAK PKWY,SAN ANTONIO,78258-6927,INDEPENDENT
15910141,NORTH EAST ISD,STEUBING RANCH,3,18.0,8.0,10.0,14.0,,,1.0,,2.0,12.0,6.0,10.0,2.0,,,,18.0,3.0,15.0,,18.0,5.0,13.0,102.0,55.0,47.0,60.0,,,7.0,,28.0,40.0,62.0,33.0,7.0,,,,102.0,9.0,93.0,,98.0,10.0,92.0,69.0,38.0,31.0,38.0,,,4.0,,22.0,27.0,42.0,21.0,6.0,,,,69.0,8.0,61.0,,65.0,7.0,62.0,33.0,17.0,16.0,13.0,,,1.0,,16.0,10.0,23.0,6.0,4.0,,,,33.0,2.0,31.0,,30.0,2.0,31.0,'015910141,5100 KNOLL CREEK,SAN ANTONIO,78247-5857,INDEPENDENT
15910142,NORTH EAST ISD,BULVERDE CREEK,3,20.0,9.0,11.0,12.0,,1.0,0.0,,7.0,11.0,7.0,11.0,0.0,,,,20.0,12.0,8.0,0.0,17.0,3.0,17.0,143.0,71.0,72.0,65.0,,5.0,8.0,,54.0,42.0,100.0,35.0,7.0,,,,143.0,4.0,139.0,16.0,126.0,11.0,132.0,110.0,57.0,53.0,46.0,,4.0,6.0,,45.0,26.0,84.0,19.0,7.0,,,,110.0,2.0,108.0,16.0,94.0,6.0,104.0,69.0,37.0,32.0,27.0,,3.0,3.0,,29.0,12.0,57.0,10.0,2.0,,,,69.0,2.0,67.0,15.0,54.0,2.0,67.0,'015910142,3839 CANYON PKWY,SAN ANTONIO,78259-2367,INDEPENDENT
15910143,NORTH EAST ISD,WILDERNESS OAK,3,5.0,2.0,3.0,5.0,,0.0,0.0,,0.0,2.0,3.0,2.0,0.0,,,,5.0,3.0,2.0,0.0,5.0,1.0,4.0,93.0,41.0,52.0,32.0,,7.0,7.0,,42.0,13.0,80.0,7.0,6.0,,,,93.0,6.0,87.0,12.0,81.0,6.0,87.0,67.0,30.0,37.0,22.0,,6.0,3.0,,32.0,6.0,61.0,3.0,3.0,,,,67.0,3.0,64.0,12.0,55.0,3.0,64.0,43.0,18.0,25.0,12.0,,4.0,3.0,,22.0,5.0,38.0,2.0,3.0,,,,43.0,3.0,40.0,12.0,31.0,2.0,41.0,'015910143,21019 WILDERNESS OAK,SAN ANTONIO,78258-2633,INDEPENDENT
15910144,NORTH EAST ISD,TUSCANY HEIGHTS,3,9.0,5.0,4.0,5.0,,0.0,0.0,,4.0,3.0,6.0,2.0,,,,,9.0,2.0,7.0,0.0,9.0,1.0,8.0,110.0,57.0,53.0,42.0,,7.0,6.0,,49.0,12.0,98.0,9.0,,,,,110.0,4.0,106.0,11.0,99.0,16.0,94.0,83.0,45.0,38.0,24.0,,7.0,5.0,,44.0,4.0,79.0,3.0,,,,,83.0,1.0,82.0,10.0,73.0,9.0,74.0,46.0,29.0,17.0,13.0,,5.0,2.0,,24.0,2.0,44.0,2.0,,,,,46.0,1.0,45.0,8.0,38.0,4.0,42.0,'015910144,25001 WILDERNESS OAK,SAN ANTONIO,78260,INDEPENDENT
15910145,NORTH EAST ISD,CIBOLO GREEN,3,10.0,6.0,4.0,5.0,,0.0,0.0,,5.0,4.0,6.0,3.0,1.0,,,,10.0,4.0,6.0,0.0,10.0,5.0,5.0,128.0,59.0,69.0,51.0,,6.0,9.0,,56.0,20.0,106.0,14.0,6.0,,,,128.0,10.0,118.0,12.0,112.0,22.0,106.0,85.0,41.0,44.0,34.0,,4.0,5.0,,37.0,12.0,71.0,8.0,4.0,,,,85.0,5.0,80.0,12.0,70.0,11.0,74.0,56.0,27.0,29.0,16.0,,4.0,5.0,,26.0,5.0,50.0,4.0,1.0,,,,56.0,3.0,53.0,12.0,42.0,6.0,50.0,'015910145,24315 BULVERDE GREEN,SAN ANTONIO,78261,INDEPENDENT
15910146,NORTH EAST ISD,LAS LOMAS ELEM.,3,19.0,8.0,11.0,15.0,,1.0,,,1.0,5.0,14.0,4.0,,,,,19.0,2.0,17.0,0.0,19.0,7.0,12.0,63.0,31.0,32.0,37.0,,6.0,,,15.0,18.0,44.0,15.0,,,,,63.0,4.0,59.0,12.0,50.0,15.0,48.0,36.0,24.0,12.0,18.0,,5.0,,,11.0,5.0,30.0,4.0,,,,,36.0,3.0,33.0,12.0,23.0,10.0,26.0,21.0,14.0,7.0,12.0,,3.0,,,5.0,3.0,18.0,3.0,,,,,21.0,2.0,19.0,10.0,11.0,4.0,17.0,'015910146,20303 HARDY OAK,SAN ANTONIO,78258,INDEPENDENT
15910147,NORTH EAST ISD,VINEYARD RANCH,3,7.0,3.0,4.0,6.0,,0.0,,,1.0,2.0,5.0,2.0,,,,,7.0,3.0,4.0,0.0,6.0,1.0,6.0,92.0,43.0,49.0,31.0,,11.0,,,46.0,12.0,80.0,11.0,,,,,92.0,3.0,89.0,12.0,80.0,7.0,85.0,72.0,33.0,39.0,17.0,,10.0,,,41.0,8.0,64.0,7.0,,,,,72.0,3.0,69.0,12.0,60.0,6.0,66.0,49.0,25.0,24.0,11.0,,8.0,,,28.0,4.0,45.0,3.0,,,,,49.0,1.0,48.0,12.0,37.0,5.0,44.0,'015910147,16818 HUEBNER RD,SAN ANTONIO,78258,INDEPENDENT
15911102,EAST CENTRAL IS,HARMONY ELEM.,3,21.0,16.0,5.0,17.0,,,,,4.0,19.0,2.0,18.0,1.0,,,,21.0,14.0,7.0,0.0,21.0,15.0,6.0,75.0,37.0,38.0,57.0,,,,,16.0,58.0,17.0,51.0,7.0,,,,75.0,5.0,70.0,5.0,70.0,24.0,51.0,40.0,17.0,23.0,29.0,,,,,10.0,28.0,12.0,25.0,3.0,,,,40.0,1.0,39.0,5.0,35.0,10.0,30.0,12.0,5.0,7.0,7.0,,,,,5.0,6.0,6.0,5.0,1.0,,,,12.0,0.0,12.0,4.0,8.0,2.0,10.0,'015911102,10625 GREEN LK DR,SAN ANTONIO,78223-4261,INDEPENDENT
15911103,EAST CENTRAL IS,PECAN VALLEY EL,3,33.0,21.0,12.0,25.0,,,6.0,,1.0,29.0,4.0,28.0,,,,,33.0,11.0,22.0,,33.0,13.0,20.0,71.0,37.0,34.0,56.0,,,6.0,,7.0,51.0,20.0,50.0,,,,,71.0,1.0,70.0,,68.0,11.0,60.0,41.0,19.0,22.0,32.0,,,3.0,,5.0,27.0,14.0,26.0,,,,,41.0,0.0,41.0,,38.0,3.0,38.0,17.0,7.0,10.0,15.0,,,1.0,,0.0,11.0,6.0,11.0,,,,,17.0,0.0,17.0,,14.0,1.0,16.0,'015911103,3966 E SOUTHCROSS BLVD,SAN ANTONIO,78222-3589,INDEPENDENT
15911104,EAST CENTRAL IS,SINCLAIR ELEM.,3,39.0,22.0,17.0,28.0,,,4.0,,5.0,33.0,6.0,29.0,4.0,,,,39.0,5.0,34.0,,39.0,25.0,14.0,77.0,36.0,41.0,56.0,,,11.0,,6.0,47.0,30.0,38.0,9.0,,,,77.0,1.0,76.0,,73.0,21.0,56.0,36.0,15.0,21.0,28.0,,,3.0,,2.0,23.0,13.0,17.0,6.0,,,,36.0,0.0,36.0,,32.0,5.0,31.0,12.0,4.0,8.0,9.0,,,1.0,,1.0,7.0,5.0,6.0,1.0,,,,12.0,0.0,12.0,,9.0,1.0,11.0,'015911104,6126 SINCLAIR RD,SAN ANTONIO,78222-2439,INDEPENDENT
15911106,EAST CENTRAL IS,HIGHLAND FOREST,3,48.0,37.0,11.0,45.0,,,,,2.0,41.0,7.0,39.0,2.0,,,,48.0,15.0,33.0,0.0,48.0,31.0,17.0,61.0,30.0,31.0,55.0,,,,,5.0,39.0,22.0,30.0,8.0,,,,61.0,1.0,60.0,7.0,54.0,12.0,49.0,25.0,15.0,10.0,22.0,,,,,2.0,18.0,7.0,13.0,5.0,,,,25.0,0.0,25.0,5.0,20.0,1.0,24.0,8.0,4.0,4.0,6.0,,,,,1.0,5.0,3.0,4.0,1.0,,,,8.0,0.0,8.0,2.0,6.0,0.0,8.0,'015911106,3736 S E MILITARY DR,SAN ANTONIO,78223-4000,INDEPENDENT
15911108,EAST CENTRAL IS,TRADITION ELEM.,3,40.0,22.0,18.0,20.0,,,9.0,,11.0,30.0,10.0,25.0,5.0,,,,40.0,11.0,29.0,,40.0,,40.0,68.0,33.0,35.0,34.0,,,4.0,,28.0,33.0,35.0,25.0,8.0,,,,68.0,5.0,63.0,,65.0,,66.0,34.0,16.0,18.0,18.0,,,2.0,,13.0,14.0,20.0,10.0,4.0,,,,34.0,2.0,32.0,,31.0,,32.0,10.0,3.0,7.0,6.0,,,0.0,,3.0,2.0,8.0,2.0,0.0,,,,10.0,1.0,9.0,,8.0,,10.0,'015911108,12885 FM 1346,ST HEDWIG,78152,INDEPENDENT
15911110,EAST CENTRAL IS,OAK CREST ELEM.,3,17.0,8.0,9.0,9.0,,,,,4.0,12.0,5.0,11.0,,,,,17.0,,14.0,,17.0,11.0,6.0,29.0,19.0,10.0,17.0,,,,,10.0,16.0,13.0,16.0,,,,,29.0,,28.0,,28.0,4.0,25.0,17.0,10.0,7.0,9.0,,,,,7.0,8.0,9.0,8.0,,,,,17.0,,16.0,,16.0,1.0,16.0,7.0,6.0,1.0,3.0,,,,,4.0,3.0,4.0,3.0,,,,,7.0,,6.0,,6.0,0.0,7.0,'015911110,7806 NEW SULPHUR SPRINGS RD,SAN ANTONIO,78263,INDEPENDENT
15912101,SOUTHWEST ISD,SOUTHWEST ELEM.,3,20.0,16.0,4.0,19.0,,,1.0,,0.0,18.0,2.0,14.0,,4.0,,,20.0,9.0,11.0,0.0,20.0,17.0,3.0,57.0,42.0,15.0,45.0,,,5.0,,7.0,36.0,21.0,20.0,,16.0,,,57.0,3.0,54.0,10.0,47.0,50.0,7.0,33.0,24.0,9.0,24.0,,,2.0,,7.0,21.0,12.0,10.0,,11.0,,,33.0,1.0,32.0,10.0,23.0,27.0,6.0,20.0,14.0,6.0,12.0,,,2.0,,6.0,12.0,8.0,4.0,,8.0,,,20.0,0.0,20.0,8.0,12.0,16.0,4.0,'015912101,11914 DRAGON LN,SAN ANTONIO,78252-2647,INDEPENDENT
15912102,SOUTHWEST ISD,SUN VALLEY ELEM,3,25.0,13.0,12.0,23.0,,,0.0,,1.0,23.0,2.0,17.0,,6.0,,,24.0,9.0,16.0,0.0,25.0,23.0,2.0,67.0,27.0,40.0,56.0,,,6.0,,4.0,51.0,16.0,28.0,,23.0,,,67.0,7.0,60.0,14.0,53.0,63.0,4.0,41.0,18.0,23.0,32.0,,,4.0,,4.0,28.0,13.0,15.0,,13.0,,,41.0,2.0,39.0,14.0,27.0,37.0,4.0,22.0,9.0,13.0,17.0,,,3.0,,2.0,13.0,9.0,8.0,,5.0,,,22.0,1.0,21.0,11.0,11.0,19.0,3.0,'015912102,6803 S W LOOP 410,SAN ANTONIO,78227,INDEPENDENT
15912103,SOUTHWEST ISD,INDIAN CREEK EL,3,23.0,7.0,16.0,23.0,,,,,,22.0,,18.0,,4.0,,,23.0,7.0,16.0,0.0,23.0,21.0,2.0,52.0,28.0,24.0,48.0,,,,,,49.0,,39.0,,10.0,,,50.0,2.0,50.0,8.0,44.0,48.0,4.0,28.0,19.0,9.0,27.0,,,,,,25.0,,19.0,,6.0,,,28.0,0.0,28.0,7.0,21.0,27.0,1.0,12.0,8.0,4.0,11.0,,,,,,9.0,,8.0,,1.0,,,12.0,0.0,12.0,4.0,8.0,12.0,0.0,'015912103,5830 OLD PEARSALL RD,SAN ANTONIO,78242,INDEPENDENT
15912104,SOUTHWEST ISD,BOB HOPE ELEM.,3,11.0,4.0,7.0,10.0,,,,,,11.0,0.0,8.0,,3.0,,,11.0,5.0,6.0,0.0,11.0,11.0,,36.0,14.0,22.0,34.0,,,,,,30.0,6.0,21.0,,9.0,,,36.0,3.0,33.0,5.0,31.0,35.0,,19.0,7.0,12.0,17.0,,,,,,16.0,3.0,13.0,,3.0,,,19.0,1.0,18.0,4.0,15.0,19.0,,9.0,4.0,5.0,9.0,,,,,,8.0,1.0,8.0,,0.0,,,9.0,1.0,8.0,2.0,7.0,9.0,,'015912104,3022 REFORMA,SAN ANTONIO,78211,INDEPENDENT
15912105,SOUTHWEST ISD,SKY HARBOUR ELE,3,26.0,14.0,12.0,25.0,,,,,,25.0,,17.0,,8.0,,,26.0,3.0,23.0,0.0,26.0,25.0,1.0,52.0,33.0,19.0,50.0,,,,,,50.0,,34.0,,16.0,,,51.0,2.0,50.0,14.0,38.0,43.0,9.0,33.0,27.0,6.0,31.0,,,,,,32.0,,23.0,,9.0,,,32.0,1.0,32.0,11.0,22.0,26.0,7.0,14.0,12.0,2.0,13.0,,,,,,13.0,,9.0,,4.0,,,13.0,0.0,14.0,5.0,9.0,9.0,5.0,'015912105,5902 FISHERS BEND,SAN ANTONIO,78242,INDEPENDENT
15912106,SOUTHWEST ISD,HIDDEN COVE ELE,3,28.0,15.0,13.0,26.0,,,,,,26.0,2.0,23.0,,3.0,,,28.0,6.0,22.0,0.0,28.0,24.0,4.0,48.0,30.0,18.0,46.0,,,,,,43.0,5.0,32.0,,11.0,,,47.0,2.0,46.0,12.0,36.0,44.0,4.0,23.0,15.0,8.0,22.0,,,,,,19.0,4.0,13.0,,6.0,,,22.0,1.0,22.0,12.0,11.0,21.0,2.0,13.0,9.0,4.0,12.0,,,,,,10.0,3.0,6.0,,4.0,,,13.0,1.0,12.0,10.0,3.0,11.0,2.0,'015912106,5102 TRADING POST,SAN ANTONIO,78242,INDEPENDENT
15912107,SOUTHWEST ISD,BIG COUNTRY ELE,3,26.0,10.0,16.0,23.0,,,1.0,,,22.0,4.0,13.0,,9.0,,,26.0,5.0,21.0,0.0,26.0,25.0,1.0,79.0,32.0,47.0,70.0,,,5.0,,,59.0,20.0,33.0,,26.0,,,79.0,5.0,74.0,12.0,67.0,71.0,8.0,44.0,19.0,25.0,38.0,,,2.0,,,27.0,17.0,16.0,,11.0,,,44.0,1.0,43.0,10.0,34.0,36.0,8.0,22.0,8.0,14.0,19.0,,,1.0,,,14.0,8.0,7.0,,7.0,,,22.0,0.0,22.0,7.0,15.0,16.0,6.0,'015912107,2250 PUE RD,SAN ANTONIO,78245,INDEPENDENT
15912108,SOUTHWEST ISD,ELM CREEK ELEM.,3,19.0,7.0,12.0,18.0,,,,,,19.0,0.0,12.0,,7.0,,,18.0,8.0,11.0,0.0,19.0,15.0,4.0,90.0,46.0,44.0,87.0,,,,,,69.0,21.0,42.0,,27.0,,,89.0,8.0,82.0,15.0,75.0,86.0,4.0,52.0,25.0,27.0,51.0,,,,,,39.0,13.0,25.0,,14.0,,,52.0,3.0,49.0,13.0,39.0,48.0,4.0,24.0,16.0,8.0,24.0,,,,,,16.0,8.0,11.0,,5.0,,,24.0,2.0,22.0,10.0,14.0,21.0,3.0,'015912108,11535 PEARSALL RD,ATASCOSA,78002,INDEPENDENT
15912109,SOUTHWEST ISD,KRIEWALD ROAD E,3,15.0,6.0,9.0,13.0,,,1.0,,1.0,12.0,3.0,11.0,,1.0,,,15.0,5.0,10.0,0.0,15.0,14.0,1.0,64.0,28.0,36.0,45.0,,,9.0,,9.0,46.0,18.0,25.0,,21.0,,,64.0,3.0,61.0,10.0,54.0,60.0,4.0,37.0,16.0,21.0,22.0,,,7.0,,7.0,27.0,10.0,16.0,,11.0,,,37.0,3.0,34.0,8.0,29.0,34.0,3.0,21.0,9.0,12.0,11.0,,,5.0,,4.0,15.0,6.0,8.0,,7.0,,,21.0,2.0,19.0,4.0,17.0,19.0,2.0,'015912109,10355 KRIEWALD RD,SAN ANTONIO,78245,INDEPENDENT
15912110,SOUTHWEST ISD,SPICEWOOD PARK,3,28.0,13.0,15.0,27.0,,,,,1.0,27.0,,20.0,,7.0,,,28.0,3.0,25.0,0.0,28.0,28.0,,43.0,20.0,23.0,35.0,,,,,4.0,40.0,,24.0,,16.0,,,43.0,3.0,40.0,6.0,37.0,39.0,,19.0,9.0,10.0,16.0,,,,,3.0,16.0,,8.0,,8.0,,,19.0,2.0,17.0,5.0,14.0,16.0,,11.0,7.0,4.0,9.0,,,,,2.0,9.0,,5.0,,4.0,,,11.0,1.0,10.0,3.0,8.0,9.0,,'015912110,11303 TILSON,SAN ANTONIO,78224,INDEPENDENT
15912111,SOUTHWEST ISD,MEDIO CREEK ELE,3,20.0,11.0,9.0,20.0,,,,,,19.0,1.0,15.0,,4.0,,,20.0,8.0,12.0,,20.0,19.0,1.0,52.0,23.0,29.0,45.0,,,,,,48.0,4.0,31.0,,17.0,,,51.0,2.0,50.0,,48.0,41.0,11.0,33.0,15.0,18.0,27.0,,,,,,30.0,3.0,19.0,,11.0,,,33.0,1.0,32.0,,29.0,27.0,6.0,13.0,5.0,8.0,11.0,,,,,,11.0,2.0,6.0,,5.0,,,13.0,1.0,12.0,,10.0,10.0,3.0,'015912111,6511 OLD PEARSALL RD,SAN ANTONIO,78252,INDEPENDENT
15913101,LACKLAND ISD,LACKLAND ELEM.,3,13.0,8.0,5.0,6.0,,,2.0,,3.0,4.0,9.0,2.0,2.0,,,,13.0,6.0,7.0,1.0,12.0,9.0,4.0,82.0,40.0,42.0,25.0,,,8.0,,36.0,18.0,64.0,9.0,9.0,,,,82.0,9.0,73.0,11.0,71.0,26.0,56.0,53.0,27.0,26.0,14.0,,,6.0,,22.0,13.0,40.0,6.0,7.0,,,,53.0,7.0,46.0,8.0,45.0,13.0,40.0,25.0,14.0,11.0,5.0,,,2.0,,11.0,6.0,19.0,2.0,4.0,,,,25.0,4.0,21.0,7.0,18.0,2.0,23.0,'015913101,2460 KENLY AVE BLDG 8265,SAN ANTONIO,78236-1244,INDEPENDENT
15914101,FORT SAM HOUSTO,FORT SAM HOUSTO,3,20.0,13.0,7.0,10.0,,,4.0,,4.0,7.0,13.0,5.0,2.0,,,,20.0,9.0,11.0,0.0,20.0,2.0,18.0,108.0,52.0,56.0,26.0,,,9.0,,59.0,26.0,82.0,11.0,15.0,,,,108.0,5.0,103.0,12.0,96.0,7.0,101.0,65.0,31.0,34.0,12.0,,,6.0,,39.0,13.0,52.0,6.0,7.0,,,,65.0,1.0,64.0,11.0,54.0,2.0,63.0,29.0,15.0,14.0,6.0,,,2.0,,16.0,7.0,22.0,3.0,4.0,,,,29.0,0.0,29.0,8.0,21.0,1.0,28.0,'015914101,4351 NURSERY RD,SAN ANTONIO,78234-1499,INDEPENDENT
15915101,NORTHSIDE ISD,CABLE ELEM.,3,27.0,13.0,14.0,25.0,,,,,,25.0,,22.0,,3.0,,,27.0,4.0,23.0,0.0,27.0,16.0,11.0,40.0,21.0,19.0,37.0,,,,,,39.0,,32.0,,7.0,,,40.0,1.0,39.0,9.0,31.0,27.0,13.0,12.0,6.0,6.0,11.0,,,,,,12.0,,8.0,,4.0,,,12.0,0.0,12.0,5.0,7.0,8.0,4.0,1.0,1.0,0.0,1.0,,,,,,1.0,,0.0,,1.0,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,'015915101,1706 PINN RD,SAN ANTONIO,78227-2998,INDEPENDENT
15915102,NORTHSIDE ISD,GLENN ELEM.,3,30.0,21.0,9.0,27.0,,,,,3.0,26.0,4.0,23.0,,3.0,,,30.0,7.0,23.0,0.0,30.0,16.0,14.0,56.0,31.0,25.0,48.0,,,,,2.0,50.0,6.0,43.0,,6.0,,,56.0,4.0,52.0,6.0,50.0,22.0,34.0,29.0,16.0,13.0,23.0,,,,,1.0,26.0,3.0,20.0,,5.0,,,29.0,2.0,27.0,6.0,23.0,12.0,17.0,9.0,5.0,4.0,7.0,,,,,1.0,8.0,1.0,5.0,,3.0,,,9.0,1.0,8.0,5.0,4.0,3.0,6.0,'015915102,2385 HORAL,SAN ANTONIO,78227-2499,INDEPENDENT
15915103,NORTHSIDE ISD,GLENOAKS ELEM.,3,28.0,16.0,12.0,16.0,,7.0,1.0,,3.0,25.0,3.0,21.0,,4.0,,,28.0,10.0,18.0,0.0,28.0,23.0,5.0,71.0,32.0,39.0,44.0,,16.0,5.0,,6.0,53.0,18.0,39.0,,13.0,,,71.0,6.0,65.0,6.0,65.0,37.0,34.0,43.0,19.0,24.0,23.0,,13.0,3.0,,4.0,30.0,13.0,19.0,,10.0,,,43.0,2.0,41.0,6.0,37.0,23.0,20.0,20.0,9.0,11.0,13.0,,5.0,1.0,,1.0,16.0,4.0,10.0,,5.0,,,20.0,1.0,19.0,5.0,15.0,8.0,12.0,'015915103,5103 NEWCOME DR,SAN ANTONIO,78229-4924,INDEPENDENT
15915104,NORTHSIDE ISD,HELOTES ELEM.,3,16.0,8.0,8.0,10.0,,,,,5.0,10.0,6.0,9.0,,,,,16.0,8.0,8.0,0.0,16.0,14.0,2.0,56.0,35.0,21.0,27.0,,,,,28.0,10.0,46.0,7.0,,,,,56.0,5.0,51.0,9.0,47.0,14.0,42.0,37.0,23.0,14.0,19.0,,,,,17.0,4.0,33.0,3.0,,,,,37.0,2.0,35.0,9.0,28.0,3.0,34.0,23.0,16.0,7.0,12.0,,,,,10.0,2.0,21.0,2.0,,,,,23.0,2.0,21.0,7.0,16.0,2.0,21.0,'015915104,13878 RIGGS RD,HELOTES,78023-3916,INDEPENDENT
15915105,NORTHSIDE ISD,HULL ELEM.,3,17.0,8.0,9.0,14.0,,,,,2.0,16.0,1.0,13.0,,3.0,,,17.0,6.0,11.0,0.0,17.0,2.0,15.0,41.0,21.0,20.0,34.0,,,,,6.0,35.0,6.0,23.0,,11.0,,,41.0,6.0,35.0,7.0,34.0,9.0,32.0,21.0,10.0,11.0,17.0,,,,,3.0,16.0,5.0,11.0,,4.0,,,21.0,2.0,19.0,7.0,14.0,2.0,19.0,10.0,5.0,5.0,9.0,,,,,1.0,6.0,4.0,4.0,,2.0,,,10.0,2.0,8.0,6.0,4.0,0.0,10.0,'015915105,7320 REMUDA DR,SAN ANTONIO,78227-2899,INDEPENDENT
15915106,NORTHSIDE ISD,ALLEN ELEM.,3,20.0,8.0,12.0,16.0,,,,,,19.0,1.0,17.0,,2.0,,,19.0,9.0,11.0,,20.0,13.0,7.0,61.0,33.0,28.0,59.0,,,,,,57.0,4.0,45.0,,12.0,,,61.0,2.0,59.0,,57.0,29.0,32.0,28.0,15.0,13.0,26.0,,,,,,25.0,3.0,17.0,,8.0,,,28.0,0.0,28.0,,25.0,13.0,15.0,10.0,6.0,4.0,9.0,,,,,,8.0,2.0,7.0,,1.0,,,10.0,0.0,10.0,,7.0,6.0,4.0,'015915106,101 DUMONT DR,SAN ANTONIO,78227-4499,INDEPENDENT
15915107,NORTHSIDE ISD,FISHER ELEM.,3,19.0,14.0,5.0,14.0,,,4.0,,0.0,14.0,5.0,7.0,,7.0,,,19.0,7.0,12.0,0.0,19.0,11.0,8.0,95.0,50.0,45.0,79.0,,,6.0,,8.0,54.0,41.0,35.0,,19.0,,,95.0,5.0,90.0,8.0,87.0,43.0,52.0,59.0,34.0,25.0,48.0,,,3.0,,7.0,34.0,25.0,22.0,,12.0,,,59.0,2.0,57.0,7.0,52.0,23.0,36.0,29.0,17.0,12.0,25.0,,,0.0,,3.0,16.0,13.0,8.0,,8.0,,,29.0,1.0,28.0,7.0,22.0,11.0,18.0,'015915107,3430 BARREL PASS,SAN ANTONIO,78245,INDEPENDENT
15915108,NORTHSIDE ISD,LEON VALLEY ELE,3,12.0,4.0,8.0,10.0,,,,,1.0,9.0,3.0,5.0,,4.0,,,12.0,2.0,10.0,0.0,12.0,6.0,6.0,62.0,30.0,32.0,53.0,,,,,9.0,42.0,20.0,32.0,,10.0,,,62.0,4.0,58.0,6.0,56.0,32.0,30.0,25.0,14.0,11.0,21.0,,,,,4.0,12.0,13.0,7.0,,5.0,,,25.0,2.0,23.0,6.0,19.0,15.0,10.0,9.0,5.0,4.0,7.0,,,,,2.0,5.0,4.0,2.0,,3.0,,,9.0,0.0,9.0,5.0,4.0,4.0,5.0,'015915108,7111 HUEBNER RD,SAN ANTONIO,78240-3199,INDEPENDENT
