CAMPUS,DNAME,CNAME,GRADE,m_all_unsatgl_nm,m_sexm_unsatgl_nm,m_sexf_unsatgl_nm,m_ethh_unsatgl_nm,m_ethi_unsatgl_nm,m_etha_unsatgl_nm,m_ethb_unsatgl_nm,m_ethp_unsatgl_nm,m_ethw_unsatgl_nm,m_ecoy_unsatgl_nm,m_econ_unsatgl_nm,m_eco1_unsatgl_nm,m_eco2_unsatgl_nm,m_eco9_unsatgl_nm,m_ti19_unsatgl_nm,m_migy_unsatgl_nm,m_mign_unsatgl_nm,m_spey_unsatgl_nm,m_spen_unsatgl_nm,m_gify_unsatgl_nm,m_gifn_unsatgl_nm,m_atry_unsatgl_nm,m_atrn_unsatgl_nm,m_all_approgl_nm,m_sexm_approgl_nm,m_sexf_approgl_nm,m_ethh_approgl_nm,m_ethi_approgl_nm,m_etha_approgl_nm,m_ethb_approgl_nm,m_ethp_approgl_nm,m_ethw_approgl_nm,m_ecoy_approgl_nm,m_econ_approgl_nm,m_eco1_approgl_nm,m_eco2_approgl_nm,m_eco9_approgl_nm,m_ti19_approgl_nm,m_migy_approgl_nm,m_mign_approgl_nm,m_spey_approgl_nm,m_spen_approgl_nm,m_gify_approgl_nm,m_gifn_approgl_nm,m_atry_approgl_nm,m_atrn_approgl_nm,m_all_meetsgl_nm,m_sexm_meetsgl_nm,m_sexf_meetsgl_nm,m_ethh_meetsgl_nm,m_ethi_meetsgl_nm,m_etha_meetsgl_nm,m_ethb_meetsgl_nm,m_ethp_meetsgl_nm,m_ethw_meetsgl_nm,m_ecoy_meetsgl_nm,m_econ_meetsgl_nm,m_eco1_meetsgl_nm,m_eco2_meetsgl_nm,m_eco9_meetsgl_nm,m_ti19_meetsgl_nm,m_migy_meetsgl_nm,m_mign_meetsgl_nm,m_spey_meetsgl_nm,m_spen_meetsgl_nm,m_gify_meetsgl_nm,m_gifn_meetsgl_nm,m_atry_meetsgl_nm,m_atrn_meetsgl_nm,m_all_mastrgl_nm,m_sexm_mastrgl_nm,m_sexf_mastrgl_nm,m_ethh_mastrgl_nm,m_ethi_mastrgl_nm,m_etha_mastrgl_nm,m_ethb_mastrgl_nm,m_ethp_mastrgl_nm,m_ethw_mastrgl_nm,m_ecoy_mastrgl_nm,m_econ_mastrgl_nm,m_eco1_mastrgl_nm,m_eco2_mastrgl_nm,m_eco9_mastrgl_nm,m_ti19_mastrgl_nm,m_migy_mastrgl_nm,m_mign_mastrgl_nm,m_spey_mastrgl_nm,m_spen_mastrgl_nm,m_gify_mastrgl_nm,m_gifn_mastrgl_nm,m_atry_mastrgl_nm,m_atrn_mastrgl_nm,School Number,School Site Street Address,School Site City,School Site Zip,District Type
54901101,CROSBYTON CISD,CROSBYTON ELEM.,5,9.0,4.0,5.0,7.0,,,,,,8.0,,8.0,,,,,8.0,2.0,7.0,,9.0,,8.0,13.0,6.0,7.0,10.0,,,,,,10.0,,7.0,,,,,12.0,3.0,10.0,,11.0,,13.0,5.0,2.0,3.0,3.0,,,,,,4.0,,3.0,,,,,4.0,1.0,4.0,,4.0,,5.0,3.0,1.0,2.0,2.0,,,,,,3.0,,2.0,,,,,2.0,1.0,2.0,,3.0,,3.0,'054901101,204 S HARRISON,CROSBYTON,79322-2130,INDEPENDENT
54902102,LORENZO ISD,LORENZO ELEM.,5,9.0,2.0,7.0,8.0,,,,,,8.0,1.0,8.0,,,,4.0,5.0,,7.0,,9.0,8.0,1.0,13.0,7.0,6.0,12.0,,,,,,9.0,4.0,5.0,,,,2.0,11.0,,13.0,,13.0,8.0,5.0,6.0,2.0,4.0,5.0,,,,,,4.0,2.0,1.0,,,,1.0,5.0,,6.0,,6.0,3.0,3.0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,0.0,,,,0.0,1.0,,1.0,,1.0,1.0,0.0,,,,,
54903102,RALLS ISD,RALLS ELEM.,5,15.0,9.0,6.0,13.0,,,,,2.0,14.0,,13.0,,,,,14.0,,13.0,,15.0,15.0,0.0,27.0,11.0,16.0,20.0,,,,,6.0,24.0,,21.0,,,,,25.0,,26.0,,26.0,19.0,8.0,9.0,1.0,8.0,6.0,,,,,3.0,8.0,,8.0,,,,,9.0,,9.0,,8.0,5.0,4.0,4.0,0.0,4.0,2.0,,,,,2.0,3.0,,3.0,,,,,4.0,,4.0,,4.0,2.0,2.0,'054903102,1401 16TH ST,RALLS,79357-1509,INDEPENDENT
55901001,CULBERSON COUNT,VAN HORN SCHOOL,5,10.0,8.0,2.0,8.0,,,,,,10.0,0.0,9.0,,,,,10.0,,7.0,,10.0,10.0,0.0,19.0,9.0,10.0,12.0,,,,,,13.0,6.0,12.0,,,,,19.0,,18.0,,16.0,12.0,7.0,8.0,4.0,4.0,5.0,,,,,,5.0,3.0,5.0,,,,,8.0,,7.0,,5.0,2.0,6.0,7.0,3.0,4.0,5.0,,,,,,5.0,2.0,5.0,,,,,7.0,,6.0,,4.0,2.0,5.0,'055901001,200 W 7TH ST,VAN HORN,79855-0899,INDEPENDENT
56901105,DALHART ISD,DALHART INTERME,5,21.0,14.0,7.0,18.0,,,,,2.0,19.0,2.0,15.0,4.0,,,,20.0,4.0,17.0,,21.0,20.0,1.0,97.0,52.0,45.0,54.0,,,,,41.0,58.0,39.0,46.0,12.0,,,,94.0,8.0,89.0,,93.0,62.0,35.0,69.0,33.0,36.0,38.0,,,,,31.0,40.0,29.0,31.0,9.0,,,,66.0,1.0,68.0,,65.0,38.0,31.0,39.0,17.0,22.0,15.0,,,,,24.0,17.0,22.0,12.0,5.0,,,,37.0,0.0,39.0,,36.0,15.0,24.0,'056901105,801 OAK,DALHART,79022-2639,INDEPENDENT
56902001,TEXLINE ISD,TEXLINE SCHOOL,5,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,12.0,6.0,6.0,7.0,,,,,5.0,8.0,,8.0,,,,,12.0,,11.0,,11.0,5.0,7.0,7.0,5.0,2.0,3.0,,,,,4.0,5.0,,5.0,,,,,7.0,,7.0,,6.0,2.0,5.0,4.0,4.0,0.0,1.0,,,,,3.0,2.0,,2.0,,,,,4.0,,4.0,,3.0,0.0,4.0,'056902001,302 E PINE ST,TEXLINE,79087-0060,INDEPENDENT
57802001,PEGASUS SCHOOL,PEGASUS CHARTER,5,38.0,18.0,20.0,15.0,,,20.0,,,32.0,6.0,29.0,,,,,38.0,,38.0,,38.0,36.0,2.0,20.0,6.0,14.0,15.0,,,5.0,,,13.0,7.0,13.0,,,,,20.0,,19.0,,20.0,13.0,7.0,2.0,0.0,2.0,2.0,,,0.0,,,2.0,0.0,2.0,,,,,2.0,,2.0,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,'057802001,601 N AKARD ST STE 203,DALLAS,75201,CHARTER
57803003,UPLIFT EDUCATIO,UPLIFT EDUCATIO,5,14.0,10.0,4.0,12.0,,,1.0,,1.0,13.0,1.0,13.0,0.0,,,,14.0,,13.0,,14.0,13.0,1.0,60.0,31.0,29.0,43.0,,,7.0,,5.0,50.0,10.0,43.0,7.0,,,,60.0,,58.0,,60.0,22.0,38.0,39.0,19.0,20.0,26.0,,,4.0,,5.0,30.0,9.0,25.0,5.0,,,,39.0,,38.0,,39.0,12.0,27.0,24.0,10.0,14.0,17.0,,,1.0,,4.0,18.0,6.0,14.0,4.0,,,,24.0,,23.0,,24.0,5.0,19.0,'057803003,300 E CHURCH ST,GRAND PRAIRIE,75050,CHARTER
57803008,UPLIFT EDUCATIO,UPLIFT MIGHTY S,5,28.0,16.0,12.0,19.0,,,9.0,,,24.0,4.0,22.0,,,,,28.0,8.0,20.0,,28.0,23.0,5.0,52.0,24.0,28.0,32.0,,,14.0,,,40.0,12.0,39.0,,,,,52.0,2.0,50.0,,52.0,21.0,31.0,33.0,15.0,18.0,21.0,,,7.0,,,24.0,9.0,24.0,,,,,33.0,1.0,32.0,,33.0,12.0,21.0,15.0,8.0,7.0,9.0,,,3.0,,,10.0,5.0,10.0,,,,,15.0,0.0,15.0,,15.0,4.0,11.0,'057803008,3700 MIGHTY MITE DR,FORT WORTH,76105,CHARTER
57803101,UPLIFT EDUCATIO,UPLIFT EDUCATII,5,5.0,2.0,3.0,3.0,,0.0,0.0,,1.0,3.0,2.0,3.0,,,,,5.0,1.0,4.0,,5.0,4.0,1.0,92.0,47.0,45.0,19.0,,50.0,10.0,,9.0,14.0,78.0,11.0,,,,,92.0,5.0,87.0,,92.0,8.0,84.0,78.0,39.0,39.0,10.0,,47.0,10.0,,7.0,8.0,70.0,7.0,,,,,78.0,3.0,75.0,,78.0,4.0,74.0,60.0,28.0,32.0,7.0,,36.0,7.0,,6.0,2.0,58.0,1.0,,,,,60.0,1.0,59.0,,60.0,1.0,59.0,'057803101,606 E ROYAL LN,IRVING,75039,CHARTER
57803102,UPLIFT EDUCATIO,UPLIFT EDUCATIO,5,9.0,6.0,3.0,8.0,,1.0,,,0.0,7.0,2.0,6.0,1.0,,,,9.0,0.0,9.0,,9.0,8.0,1.0,67.0,35.0,32.0,45.0,,10.0,,,5.0,50.0,17.0,44.0,6.0,,,,67.0,5.0,62.0,,67.0,26.0,41.0,40.0,20.0,20.0,20.0,,9.0,,,5.0,24.0,16.0,19.0,5.0,,,,40.0,1.0,39.0,,40.0,7.0,33.0,27.0,16.0,11.0,12.0,,7.0,,,4.0,17.0,10.0,13.0,4.0,,,,27.0,0.0,27.0,,27.0,4.0,23.0,'057803102,1401 S MACARTHUR BLVD,IRVING,75060,CHARTER
57803103,UPLIFT EDUCATIO,UPLIFT GRADUS P,5,8.0,5.0,3.0,5.0,,,3.0,,,7.0,1.0,6.0,1.0,,,,8.0,,6.0,,8.0,3.0,5.0,40.0,17.0,23.0,13.0,,,26.0,,,27.0,13.0,22.0,5.0,,,,40.0,,39.0,,40.0,7.0,33.0,22.0,9.0,13.0,7.0,,,14.0,,,13.0,9.0,11.0,2.0,,,,22.0,,22.0,,22.0,3.0,19.0,11.0,4.0,7.0,4.0,,,6.0,,,6.0,5.0,4.0,2.0,,,,11.0,,11.0,,11.0,1.0,10.0,'057803103,121 SEAHAWK DR,DESOTO,75115,CHARTER
57803104,UPLIFT EDUCATIO,UPLIFT HEIGHTS,5,16.0,7.0,9.0,15.0,,,1.0,,,16.0,0.0,14.0,2.0,,,,16.0,2.0,14.0,,16.0,14.0,2.0,133.0,65.0,68.0,111.0,,,19.0,,,123.0,10.0,112.0,11.0,,,,133.0,6.0,127.0,,133.0,54.0,79.0,86.0,40.0,46.0,69.0,,,14.0,,,77.0,9.0,71.0,6.0,,,,86.0,3.0,83.0,,86.0,25.0,61.0,47.0,24.0,23.0,38.0,,,7.0,,,43.0,4.0,38.0,5.0,,,,47.0,0.0,47.0,,47.0,12.0,35.0,'057803104,2202 CALYPSO ST,DALLAS,75212,CHARTER
57803105,UPLIFT EDUCATIO,UPLIFT PINNACLE,5,24.0,12.0,12.0,20.0,,,4.0,,,21.0,3.0,18.0,3.0,,,,24.0,3.0,21.0,,24.0,17.0,7.0,75.0,44.0,31.0,63.0,,,11.0,,,65.0,10.0,51.0,14.0,,,,75.0,3.0,72.0,,75.0,14.0,61.0,45.0,26.0,19.0,38.0,,,7.0,,,40.0,5.0,32.0,8.0,,,,45.0,2.0,43.0,,45.0,6.0,39.0,22.0,12.0,10.0,18.0,,,4.0,,,21.0,1.0,17.0,4.0,,,,22.0,1.0,21.0,,22.0,3.0,19.0,'057803105,2510 S VERNON AVE,DALLAS,75224,CHARTER
57803106,UPLIFT EDUCATIO,UPLIFT TRIUMPH,5,17.0,9.0,8.0,16.0,,,,,,17.0,,17.0,0.0,,,,17.0,4.0,13.0,,17.0,15.0,2.0,69.0,38.0,31.0,69.0,,,,,,67.0,,55.0,12.0,,,,69.0,2.0,67.0,,69.0,34.0,35.0,45.0,25.0,20.0,45.0,,,,,,43.0,,34.0,9.0,,,,45.0,1.0,44.0,,45.0,18.0,27.0,24.0,13.0,11.0,24.0,,,,,,22.0,,17.0,5.0,,,,24.0,0.0,24.0,,24.0,6.0,18.0,'057803106,9411 HARGROVE ST,DALLAS,75220,CHARTER
57803107,UPLIFT EDUCATIO,UPLIFT LUNA PRE,5,13.0,7.0,6.0,11.0,,,2.0,,,13.0,0.0,12.0,1.0,,,,13.0,6.0,7.0,,13.0,9.0,4.0,63.0,36.0,27.0,49.0,,,7.0,,,51.0,12.0,44.0,7.0,,,,63.0,2.0,61.0,,63.0,16.0,47.0,44.0,25.0,19.0,33.0,,,5.0,,,36.0,8.0,30.0,6.0,,,,44.0,1.0,43.0,,44.0,5.0,39.0,26.0,15.0,11.0,21.0,,,2.0,,,20.0,6.0,17.0,3.0,,,,26.0,0.0,26.0,,26.0,2.0,24.0,'057803107,2020 N LAMAR STE 100,DALLAS,75202,CHARTER
57803108,UPLIFT EDUCATIO,UPLIFT MERIDIAN,5,28.0,13.0,15.0,17.0,,,11.0,,,23.0,5.0,21.0,2.0,,,,28.0,7.0,21.0,,28.0,21.0,7.0,74.0,32.0,42.0,60.0,,,12.0,,,64.0,10.0,61.0,3.0,,,,74.0,3.0,71.0,,74.0,44.0,30.0,36.0,13.0,23.0,26.0,,,8.0,,,29.0,7.0,28.0,1.0,,,,36.0,3.0,33.0,,36.0,21.0,15.0,15.0,5.0,10.0,12.0,,,1.0,,,12.0,3.0,12.0,0.0,,,,15.0,1.0,14.0,,15.0,9.0,6.0,'057803108,1801 S BEACH ST,FORT WORTH,76105,CHARTER
57803109,UPLIFT EDUCATIO,UPLIFT SUMMIT I,5,24.0,15.0,9.0,18.0,,0.0,6.0,,0.0,20.0,4.0,20.0,0.0,,,,24.0,8.0,16.0,,24.0,17.0,7.0,77.0,33.0,44.0,43.0,,5.0,16.0,,6.0,51.0,26.0,43.0,8.0,,,,77.0,4.0,73.0,,77.0,19.0,58.0,58.0,24.0,34.0,33.0,,4.0,12.0,,3.0,41.0,17.0,34.0,7.0,,,,58.0,0.0,58.0,,58.0,11.0,47.0,34.0,12.0,22.0,13.0,,4.0,11.0,,3.0,20.0,14.0,15.0,5.0,,,,34.0,0.0,34.0,,34.0,4.0,30.0,'057803109,1301 N CENTER ST,ARLINGTON,76011,CHARTER
57803110,UPLIFT EDUCATIO,UPLIFT PEAK PRE,5,6.0,2.0,4.0,5.0,,,1.0,,,6.0,0.0,5.0,1.0,,,,6.0,4.0,2.0,,6.0,5.0,1.0,98.0,50.0,48.0,89.0,,,5.0,,,81.0,17.0,70.0,11.0,,,,98.0,5.0,93.0,,98.0,29.0,69.0,64.0,30.0,34.0,56.0,,,4.0,,,48.0,16.0,41.0,7.0,,,,64.0,2.0,62.0,,64.0,8.0,56.0,37.0,12.0,25.0,30.0,,,3.0,,,25.0,12.0,21.0,4.0,,,,37.0,1.0,36.0,,37.0,2.0,35.0,'057803110,4600 BRYAN ST,DALLAS,75204,CHARTER
57803111,UPLIFT EDUCATIO,UPLIFT HAMPTON,5,12.0,7.0,5.0,3.0,,,9.0,,,10.0,2.0,8.0,2.0,,,,12.0,2.0,10.0,,12.0,6.0,6.0,84.0,45.0,39.0,25.0,,,57.0,,,66.0,18.0,61.0,5.0,,,,84.0,3.0,81.0,,84.0,21.0,63.0,47.0,29.0,18.0,14.0,,,32.0,,,37.0,10.0,34.0,3.0,,,,47.0,0.0,47.0,,47.0,8.0,39.0,27.0,19.0,8.0,9.0,,,18.0,,,19.0,8.0,18.0,1.0,,,,27.0,0.0,27.0,,27.0,4.0,23.0,'057803111,8915 S HAMPTON RD,DALLAS,75237,CHARTER
57803112,UPLIFT EDUCATIO,UPLIFT WILLIAMS,5,23.0,10.0,13.0,23.0,,,,,,23.0,0.0,21.0,2.0,,,,23.0,7.0,16.0,,23.0,23.0,0.0,69.0,39.0,30.0,67.0,,,,,,61.0,8.0,52.0,9.0,,,,69.0,1.0,68.0,,69.0,36.0,33.0,42.0,24.0,18.0,41.0,,,,,,36.0,6.0,29.0,7.0,,,,42.0,1.0,41.0,,42.0,13.0,29.0,31.0,19.0,12.0,30.0,,,,,,26.0,5.0,19.0,7.0,,,,31.0,1.0,30.0,,31.0,6.0,25.0,'057803112,1750 VICEROY DR,DALLAS,75235,CHARTER
57806101,ADVANTAGE ACADE,ADVANTAGE ACAD.,5,51.0,20.0,31.0,28.0,,,17.0,,4.0,43.0,8.0,42.0,1.0,,,,51.0,4.0,47.0,0.0,51.0,43.0,8.0,91.0,45.0,46.0,51.0,,,23.0,,13.0,68.0,23.0,64.0,4.0,,,,91.0,1.0,90.0,11.0,80.0,52.0,39.0,46.0,23.0,23.0,20.0,,,14.0,,8.0,32.0,14.0,29.0,3.0,,,,46.0,1.0,45.0,10.0,36.0,16.0,30.0,29.0,15.0,14.0,12.0,,,8.0,,7.0,19.0,10.0,17.0,2.0,,,,29.0,1.0,28.0,10.0,19.0,6.0,23.0,'057806101,955 FREETOWN RD,GRAND PRAIRIE,75051,CHARTER
57807001,LIFE SCHOOL,LIFE SCHOOL OAK,5,55.0,27.0,28.0,24.0,,,30.0,,,51.0,4.0,45.0,6.0,,,,55.0,18.0,37.0,0.0,55.0,53.0,2.0,51.0,17.0,34.0,25.0,,,26.0,,,42.0,9.0,37.0,5.0,,,,51.0,3.0,48.0,5.0,46.0,26.0,25.0,30.0,9.0,21.0,19.0,,,11.0,,,24.0,6.0,20.0,4.0,,,,30.0,0.0,30.0,5.0,25.0,10.0,20.0,14.0,4.0,10.0,10.0,,,4.0,,,11.0,3.0,10.0,1.0,,,,14.0,0.0,14.0,4.0,10.0,4.0,10.0,'057807001,4400 S R L THORNTON FRWY,DALLAS,75224,CHARTER
57807101,LIFE SCHOOL,LIFE SCHOOL RED,5,19.0,11.0,8.0,6.0,,,7.0,,5.0,9.0,10.0,8.0,1.0,,,,19.0,4.0,15.0,0.0,19.0,16.0,3.0,135.0,61.0,74.0,47.0,,,34.0,,45.0,62.0,73.0,49.0,13.0,,,,135.0,4.0,131.0,12.0,123.0,50.0,85.0,94.0,41.0,53.0,31.0,,,22.0,,34.0,36.0,58.0,29.0,7.0,,,,94.0,2.0,92.0,11.0,83.0,20.0,74.0,46.0,23.0,23.0,14.0,,,8.0,,22.0,17.0,29.0,11.0,6.0,,,,46.0,1.0,45.0,8.0,38.0,5.0,41.0,'057807101,777 S I-35 E,RED OAK,75154,CHARTER
57807102,LIFE SCHOOL,LIFE SCHOOL LAN,5,35.0,20.0,15.0,10.0,,,21.0,,,21.0,14.0,15.0,6.0,,,,35.0,9.0,26.0,,35.0,32.0,3.0,44.0,15.0,29.0,14.0,,,28.0,,,29.0,15.0,22.0,7.0,,,,44.0,1.0,43.0,,40.0,19.0,25.0,17.0,4.0,13.0,5.0,,,12.0,,,12.0,5.0,8.0,4.0,,,,17.0,0.0,17.0,,14.0,3.0,14.0,8.0,2.0,6.0,3.0,,,5.0,,,6.0,2.0,4.0,2.0,,,,8.0,0.0,8.0,,7.0,0.0,8.0,'057807102,954 S I-35 E,LANCASTER,75146,CHARTER
57807104,LIFE SCHOOL,LIFE SCHOOL CED,5,32.0,16.0,16.0,4.0,,,26.0,,1.0,22.0,10.0,19.0,3.0,,,,32.0,,29.0,0.0,32.0,27.0,5.0,67.0,28.0,39.0,24.0,,,29.0,,6.0,34.0,33.0,26.0,8.0,,,,67.0,,66.0,7.0,60.0,25.0,42.0,32.0,12.0,20.0,12.0,,,10.0,,4.0,19.0,13.0,16.0,3.0,,,,32.0,,32.0,5.0,27.0,5.0,27.0,19.0,8.0,11.0,7.0,,,5.0,,3.0,10.0,9.0,9.0,1.0,,,,19.0,,19.0,5.0,14.0,1.0,18.0,'057807104,129 W WINTERGREEN RD,CEDAR HILL,75104,CHARTER
57807105,LIFE SCHOOL,LIFE SCHOOL MOU,5,23.0,15.0,8.0,17.0,,,6.0,,,18.0,5.0,16.0,2.0,,,,23.0,4.0,19.0,0.0,23.0,22.0,1.0,47.0,25.0,22.0,31.0,,,11.0,,,32.0,15.0,26.0,6.0,,,,47.0,3.0,44.0,7.0,40.0,24.0,23.0,22.0,13.0,9.0,16.0,,,3.0,,,14.0,8.0,12.0,2.0,,,,22.0,1.0,21.0,7.0,15.0,7.0,15.0,11.0,6.0,5.0,8.0,,,1.0,,,7.0,4.0,6.0,1.0,,,,11.0,0.0,11.0,5.0,6.0,5.0,6.0,'057807105,5525 W ILLINOIS AVE,DALLAS,75211,CHARTER
57808101,UNIVERSAL ACADE,UNIVERSAL ACAD.,5,11.0,5.0,6.0,8.0,,,2.0,,,9.0,2.0,8.0,1.0,,,,11.0,,9.0,,11.0,7.0,4.0,65.0,28.0,37.0,44.0,,,17.0,,,58.0,7.0,54.0,4.0,,,,65.0,,63.0,,63.0,23.0,42.0,47.0,19.0,28.0,34.0,,,12.0,,,41.0,6.0,39.0,2.0,,,,47.0,,46.0,,45.0,13.0,34.0,31.0,12.0,19.0,22.0,,,8.0,,,28.0,3.0,26.0,2.0,,,,31.0,,31.0,,29.0,7.0,24.0,'057808101,2616 N MACARTHUR BLVD,IRVING,75062-5401,CHARTER
57808102,UNIVERSAL ACADE,UNIVERSAL ACAD.,5,13.0,5.0,8.0,,,3.0,6.0,,,3.0,10.0,,,3.0,,,13.0,,11.0,0.0,13.0,3.0,10.0,106.0,60.0,46.0,,,93.0,8.0,,,2.0,104.0,,,2.0,,,106.0,,106.0,31.0,75.0,23.0,83.0,94.0,51.0,43.0,,,84.0,7.0,,,2.0,92.0,,,2.0,,,94.0,,94.0,31.0,63.0,19.0,75.0,78.0,42.0,36.0,,,71.0,5.0,,,1.0,77.0,,,1.0,,,78.0,,78.0,30.0,48.0,16.0,62.0,'057808102,1001 E SANDY LAKE RD,COPPELL,75019,CHARTER
57810101,ACADEMY OF DALL,ACAD. OF DALLAS,5,20.0,12.0,8.0,4.0,,,16.0,,,20.0,,19.0,,,,,20.0,,18.0,,20.0,16.0,4.0,9.0,4.0,5.0,2.0,,,7.0,,,9.0,,9.0,,,,,9.0,,9.0,,9.0,5.0,4.0,3.0,1.0,2.0,1.0,,,2.0,,,3.0,,3.0,,,,,3.0,,3.0,,3.0,1.0,2.0,1.0,0.0,1.0,0.0,,,1.0,,,1.0,,1.0,,,,,1.0,,1.0,,1.0,0.0,1.0,'057810101,1030 OAK PARK DR,DALLAS,75232,CHARTER
57813101,TRINITY BASIN P,TRINITY BASIN P,5,29.0,16.0,13.0,23.0,,,6.0,,,29.0,0.0,26.0,2.0,,,,29.0,13.0,16.0,,29.0,24.0,5.0,155.0,65.0,90.0,146.0,,,6.0,,,140.0,15.0,119.0,20.0,,,,155.0,4.0,151.0,,155.0,115.0,40.0,93.0,35.0,58.0,89.0,,,2.0,,,83.0,10.0,72.0,11.0,,,,93.0,3.0,90.0,,93.0,69.0,24.0,47.0,20.0,27.0,45.0,,,2.0,,,45.0,2.0,37.0,8.0,,,,47.0,0.0,47.0,,47.0,31.0,16.0,'057813101,808 N EWING AVE,DALLAS,75203,CHARTER
57813104,TRINITY BASIN P,TRINITY BASIN P,5,19.0,12.0,7.0,14.0,,,5.0,,,17.0,2.0,14.0,3.0,,,,19.0,4.0,15.0,,19.0,15.0,4.0,116.0,50.0,66.0,110.0,,,5.0,,,93.0,23.0,85.0,8.0,,,,116.0,7.0,109.0,,116.0,84.0,32.0,64.0,32.0,32.0,62.0,,,2.0,,,52.0,12.0,49.0,3.0,,,,64.0,2.0,62.0,,64.0,45.0,19.0,35.0,16.0,19.0,35.0,,,0.0,,,28.0,7.0,27.0,1.0,,,,35.0,1.0,34.0,,35.0,28.0,7.0,'057813104,101 W PAFFORD ST,FORT WORTH,76110,CHARTER
57814001,ACADEMY FOR ACA,DALLAS COUNTY J,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'057814001,2600 LONE STAR DR STE 5,DALLAS,75212,CHARTER
57814005,ACADEMY FOR ACA,LETOT CAMPUS,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'057814005,10505 DENTON DR,DALLAS,75220,CHARTER
57816101,A.W. BROWN LEAD,A.W. BROWN-F.L.,5,29.0,17.0,12.0,,,,28.0,,,10.0,19.0,1.0,3.0,6.0,,,29.0,8.0,21.0,,29.0,12.0,17.0,43.0,19.0,24.0,,,,40.0,,,23.0,20.0,8.0,5.0,10.0,,,43.0,4.0,39.0,,43.0,12.0,31.0,21.0,9.0,12.0,,,,20.0,,,12.0,9.0,4.0,1.0,7.0,,,21.0,2.0,19.0,,21.0,4.0,17.0,10.0,3.0,7.0,,,,9.0,,,6.0,4.0,4.0,1.0,1.0,,,10.0,0.0,10.0,,10.0,3.0,7.0,'057816101,5701 RED BIRD CTR DR,DALLAS,75237,CHARTER
57816102,A.W. BROWN LEAD,A.W. BROWN - F.,5,16.0,9.0,7.0,,,,15.0,,,6.0,10.0,3.0,,3.0,,,16.0,,13.0,,16.0,7.0,9.0,47.0,25.0,22.0,,,,43.0,,,16.0,30.0,4.0,,8.0,,,46.0,,46.0,,46.0,15.0,31.0,20.0,9.0,11.0,,,,18.0,,,7.0,12.0,0.0,,4.0,,,19.0,,19.0,,19.0,3.0,16.0,12.0,5.0,7.0,,,,10.0,,,4.0,7.0,0.0,,3.0,,,11.0,,11.0,,11.0,0.0,11.0,'057816102,6901 S WESTMORELAND RD,DALLAS,75237,CHARTER
57819001,JEAN MASSIEU AC,JEAN MASSIEU AC,5,6.0,2.0,4.0,5.0,,,,,,5.0,,5.0,,,,,6.0,,5.0,,6.0,4.0,2.0,18.0,12.0,6.0,16.0,,,,,,18.0,,17.0,,,,,18.0,,15.0,,18.0,13.0,5.0,3.0,2.0,1.0,3.0,,,,,,3.0,,3.0,,,,,3.0,,3.0,,3.0,1.0,2.0,2.0,2.0,0.0,2.0,,,,,,2.0,,2.0,,,,,2.0,,2.0,,2.0,0.0,2.0,'057819001,823 N CENTER ST,ARLINGTON,76011,CHARTER
57827101,NOVA ACADEMY SO,NOVA ACAD. CEDA,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,'057827101,820 E WINTERGREEN RD BLDG B,CEDAR HILL,75104,CHARTER
57827102,NOVA ACADEMY SO,NOVA ACAD. PRIC,5,6.0,3.0,3.0,4.0,,,2.0,,,6.0,0.0,6.0,,,,,6.0,,6.0,,6.0,5.0,1.0,48.0,23.0,25.0,33.0,,,13.0,,,42.0,6.0,38.0,,,,,48.0,,46.0,,48.0,37.0,11.0,29.0,13.0,16.0,23.0,,,4.0,,,24.0,5.0,23.0,,,,,29.0,,28.0,,29.0,22.0,7.0,14.0,9.0,5.0,12.0,,,1.0,,,11.0,3.0,10.0,,,,,14.0,,13.0,,14.0,11.0,3.0,'057827102,2800 PRICHARD LN,DALLAS,75227,CHARTER
57829001,A+ ACADEMY,A+ ACAD. ELEM.,5,29.0,15.0,14.0,24.0,,,4.0,,,26.0,3.0,21.0,5.0,,,,29.0,8.0,21.0,,29.0,27.0,2.0,85.0,42.0,43.0,80.0,,,3.0,,,78.0,7.0,63.0,15.0,,,,85.0,1.0,84.0,,85.0,65.0,20.0,55.0,31.0,24.0,54.0,,,1.0,,,50.0,5.0,40.0,10.0,,,,55.0,1.0,54.0,,55.0,38.0,17.0,32.0,17.0,15.0,32.0,,,0.0,,,29.0,3.0,25.0,4.0,,,,32.0,0.0,32.0,,32.0,18.0,14.0,'057829001,10327 RYLIE RD,DALLAS,75217,CHARTER
